level,name,path,branchId,href
"3","Generator","Electrical > Generator, components > Generator","797","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=797"
"3","Generator condenser, rectifier","Electrical > Generator, components > Generator condenser, rectifier","816","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=816"
"3","Generator bearings, bushings","Electrical > Generator, components > Generator bearings, bushings","805","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=805"
"3","Generator voltage regulator, relay","Electrical > Generator, components > Generator voltage regulator, relay","806","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=806"
"3","Generator rotor, armature","Electrical > Generator, components > Generator rotor, armature","808","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=808"
"3","Generator stator, winding","Electrical > Generator, components > Generator stator, winding","809","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=809"
"3","Generator drive gear, pulley","Electrical > Generator, components > Generator drive gear, pulley","813","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=813"
"2","Sensors","Electrical > Sensors","658","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=658"
"3","Wheel sensors","Electrical > Sensors > Wheel sensors","781","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=781"
"3","Body parts sensors","Electrical > Sensors > Body parts sensors","1081","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1081"
"3","Windshield sensors","Electrical > Sensors > Windshield sensors","732","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=732"
"3","Suspension, chassis sensors","Electrical > Sensors > Suspension, chassis sensors","786","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=786"
"3","Safety system sensors","Electrical > Sensors > Safety system sensors","787","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=787"
"3","Sensors of interior A/C and heating system","Electrical > Sensors > Sensors of interior A/C and heating system","733","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=733"
"3","Air supply system sensors","Electrical > Sensors > Air supply system sensors","760","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=760"
"3","Driver assist system sensors, parking sensors","Electrical > Sensors > Driver assist system sensors, parking sensors","1082","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1082"
"3","Brake system sensors","Electrical > Sensors > Brake system sensors","879","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=879"
"3","Transmission sensors","Electrical > Sensors > Transmission sensors","762","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=762"
"2","Relay","Electrical > Relay","722","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=722"
"3","Switch & Relay & Computer","Electrical > Relay > Switch & Relay & Computer","MPCfm7BNaVB3bjVxQU1EQTA4Si1hZ1RnMFJUQXdOMEXwn5CTNzIy","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQTA4Si1hZ1RnMFJUQXdOMEXwn5CTNzIy"
"2","Fuses","Electrical > Fuses","1079","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1079"
"2","Control devices","Electrical > Control devices","1084","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1084"
"2","Exterior lighting system","Electrical > Exterior lighting system","687","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=687"
"2","Interior lighting system","Electrical > Interior lighting system","1116","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1116"
"2","Electrical wiring","Electrical > Electrical wiring","729","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=729"
"3","Wiring & Clamp","Electrical > Electrical wiring > Wiring & Clamp","MPCfm7BNaVB3bjVxQU1EQTA4Si1hZ1RneU9EYzFOa1nwn5CTNzI5","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQTA4Si1hZ1RneU9EYzFOa1nwn5CTNzI5"
"2","Electric engines, electric pumps, servo motors","Electrical > Electric engines, electric pumps, servo motors","723","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=723"
"3","Interior heater electric motor","Electrical > Electric engines, electric pumps, servo motors > Interior heater electric motor","726","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=726"
"3","Electric motor for IC engine cooler","Electrical > Electric engines, electric pumps, servo motors > Electric motor for IC engine cooler","724","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=724"
"3","Glass lifter electric motor","Electrical > Electric engines, electric pumps, servo motors > Glass lifter electric motor","1086","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1086"
"3","Windshield, headlight washer pump/motor","Electrical > Electric engines, electric pumps, servo motors > Windshield, headlight washer pump/motor","909","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=909"
"1","Multi-purpose parts","Multi-purpose parts","1118","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1118"
"2","Mounting material","Multi-purpose parts > Mounting material","1271","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1271"
"2","Metal fasteners","Multi-purpose parts > Metal fasteners","1123","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1123"
"2","Seals","Multi-purpose parts > Seals","1119","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1119"
"3","Torque converter, front oil pump & Chain (atm)","Multi-purpose parts > Seals > Torque converter, front oil pump & Chain (atm)","MPCfm7BNaVB3bjVxQU1EQXk4Si1hZ1RNMU9EYzBOVUXwn5CTMTExOQ","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXk4Si1hZ1RNMU9EYzBOVUXwn5CTMTExOQ"
"2","All-purpose fasteners","Multi-purpose parts > All-purpose fasteners","1114","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=1114"
"2","Floor insulator","Multi-purpose parts > Floor insulator","MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RVNE5EYzNOU0Hwn5CTMTExOA","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RVNE5EYzNOU0Hwn5CTMTExOA"
"1","Others","Others","-1","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=-1"
"2","Cylinder head","Others > Cylinder head","MPCfm7BNaVB3bjVxQU1EQXg4Si1hZ1RFeE56YzRPRVHwn5CTLTE","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXg4Si1hZ1RFeE56YzRPRVHwn5CTLTE"
"2","Cylinder block","Others > Cylinder block","MPCfm7BNaVB3bjVxQU1EQXg4Si1hZ1RFeE56YzVOMFnwn5CTLTE","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXg4Si1hZ1RFeE56YzVOMFnwn5CTLTE"
"2","Rear axle housing & Differential","Others > Rear axle housing & Differential","MPCfm7BNaVB3bjVxQU1EQXk4Si1hZ1RReE5URXdNa0Xwn5CTLTE","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXk4Si1hZ1RReE5URXdNa0Xwn5CTLTE"
"2","Disc wheel & Wheel cap","Others > Disc wheel & Wheel cap","MPCfm7BNaVB3bjVxQU1EQXk4Si1hZ1RReE16ZzVORVnwn5CTLTE","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXk4Si1hZ1RReE16ZzVORVnwn5CTLTE"
"2","Front drive shaft","Others > Front drive shaft","MPCfm7BNaVB3bjVxQU1EQXk4Si1hZ1RRek5EYzFOMEnwn5CTLTE","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXk4Si1hZ1RRek5EYzFOMEnwn5CTLTE"
"2","Brake tube & Clamp","Others > Brake tube & Clamp","MPCfm7BNaVB3bjVxQU1EQXk4Si1hZ1RRM09EWTNNVUXwn5CTLTE","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXk4Si1hZ1RRM09EWTNNVUXwn5CTLTE"
"2","Front bumper & Bumper stay","Others > Front bumper & Bumper stay","MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RVeU1qYzNNRXPwn5CTLTE","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RVeU1qYzNNRXPwn5CTLTE"
"2","Hole plug","Others > Hole plug","MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RVM01URTJOMEXwn5CTLTE","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RVM01URTJOMEXwn5CTLTE"
"2","Roof headlining & Silencer pad","Others > Roof headlining & Silencer pad","MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RZME16SXpPRU3wn5CTLTE","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RZME16SXpPRU3wn5CTLTE"
"2","Seat & Seat track","Others > Seat & Seat track","MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RjeE9ETXdORWvwn5CTLTE","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RjeE9ETXdORWvwn5CTLTE"
"2","Caution plate","Others > Caution plate","MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RjME16VTNNMEnwn5CTLTE","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQXo4Si1hZ1RjME16VTNNMEnwn5CTLTE"
"2","Wiring & Clamp","Others > Wiring & Clamp","MPCfm7BNaVB3bjVxQU1EQTA4Si1hZ1RneVFUVTVNMEnwn5CTLTE","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQTA4Si1hZ1RneVFUVTVNMEnwn5CTLTE"
"2","Switch & Relay & Computer","Others > Switch & Relay & Computer","MPCfm7BNaVB3bjVxQU1EQTA4Si1hZ1RnMFJUQTBORVXwn5CTLTE","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQTA4Si1hZ1RnMFJUQTBORVXwn5CTLTE"
"2","Windshield washer","Others > Windshield washer","MPCfm7BNaVB3bjVxQU1EQTA4Si1hZ1RnMU16TTRORVnwn5CTLTE","#/schemas?catalogId=toyota&carId=e7d85f26096e62e1043384648ec63342&criteria=62%2aJTMDF9EV5DD037942%21c16f6b53%24540W%7DZ07%5E4%3CFA40%3E1F7&q=JTMDF9EV5DD037942&branchId=MPCfm7BNaVB3bjVxQU1EQTA4Si1hZ1RnMU16TTRORVnwn5CTLTE"
