carpart.id,carpart.ts,carpart.title,carpart.price,carpart.ships_from,carpart.year_x_carpart_id,carpart.image_id,carpart.carpart_x_detail_id
1,"2018-11-05 03:13:20","1997-1999 ACURA CL TEMPERATURE CONTROL 404098",$106.25,"Kansas City, Missouri","{
    ""1"": {
        ""year_x_carpart.id"": 1,
        ""year.id"": 1,
        ""year.ts"": ""2017-10-13 04:06:58"",
        ""year.title"": ""1997 Acura CL"",
        ""year.type"": ""Acura CL"",
        ""type.id"": 1,
        ""type.ts"": ""2017-10-08 21:18:41"",
        ""type.title"": ""Acura CL"",
        ""type.accessory"": ""Acura"",
        ""accessory.id"": 1,
        ""accessory.ts"": ""2017-09-30 05:06:35"",
        ""accessory.title"": ""Acura"",
        ""accessory.category_1"": ""A/C & Heater Controls"",
        ""category_1.id"": 1,
        ""category_1.ts"": ""2017-09-30 05:05:04"",
        ""category_1.title"": ""A/C & Heater Controls""
    },
    ""41"": {
        ""year_x_carpart.id"": 41,
        ""year.id"": 2,
        ""year.ts"": ""2017-10-19 03:47:45"",
        ""year.title"": ""1998 Acura CL"",
        ""year.type"": ""Acura CL"",
        ""type.id"": 1,
        ""type.ts"": ""2017-10-08 21:18:41"",
        ""type.title"": ""Acura CL"",
        ""type.accessory"": ""Acura"",
        ""accessory.id"": 1,
        ""accessory.ts"": ""2017-09-30 05:06:35"",
        ""accessory.title"": ""Acura"",
        ""accessory.category_1"": ""A/C & Heater Controls"",
        ""category_1.id"": 1,
        ""category_1.ts"": ""2017-09-30 05:05:04"",
        ""category_1.title"": ""A/C & Heater Controls""
    },
    ""81"": {
        ""year_x_carpart.id"": 81,
        ""year.id"": 3,
        ""year.ts"": ""2017-10-19 03:47:49"",
        ""year.title"": ""1999 Acura CL"",
        ""year.type"": ""Acura CL"",
        ""type.id"": 1,
        ""type.ts"": ""2017-10-08 21:18:41"",
        ""type.title"": ""Acura CL"",
        ""type.accessory"": ""Acura"",
        ""accessory.id"": 1,
        ""accessory.ts"": ""2017-09-30 05:06:35"",
        ""accessory.title"": ""Acura"",
        ""accessory.category_1"": ""A/C & Heater Controls"",
        ""category_1.id"": 1,
        ""category_1.ts"": ""2017-09-30 05:05:04"",
        ""category_1.title"": ""A/C & Heater Controls""
    },
    ""1309677"": {
        ""year_x_carpart.id"": 1309677,
        ""year.id"": 60415,
        ""year.ts"": ""2017-10-23 12:20:09"",
        ""year.title"": ""1997 Acura CL"",
        ""year.type"": ""Acura CL"",
        ""type.id"": 10272,
        ""type.ts"": ""2017-10-08 22:10:54"",
        ""type.title"": ""Acura CL"",
        ""type.accessory"": ""Acura"",
        ""accessory.id"": 385,
        ""accessory.ts"": ""2017-09-30 05:08:11"",
        ""accessory.title"": ""Acura"",
        ""accessory.category_1"": ""Other"",
        ""category_1.id"": 7,
        ""category_1.ts"": ""2017-09-30 05:05:04"",
        ""category_1.title"": ""Other""
    },
    ""1309703"": {
        ""year_x_carpart.id"": 1309703,
        ""year.id"": 60416,
        ""year.ts"": ""2017-10-23 12:20:11"",
        ""year.title"": ""1998 Acura CL"",
        ""year.type"": ""Acura CL"",
        ""type.id"": 10272,
        ""type.ts"": ""2017-10-08 22:10:54"",
        ""type.title"": ""Acura CL"",
        ""type.accessory"": ""Acura"",
        ""accessory.id"": 385,
        ""accessory.ts"": ""2017-09-30 05:08:11"",
        ""accessory.title"": ""Acura"",
        ""accessory.category_1"": ""Other"",
        ""category_1.id"": 7,
        ""category_1.ts"": ""2017-09-30 05:05:04"",
        ""category_1.title"": ""Other""
    },
    ""1309744"": {
        ""year_x_carpart.id"": 1309744,
        ""year.id"": 60417,
        ""year.ts"": ""2017-10-23 12:20:23"",
        ""year.title"": ""1999 Acura CL"",
        ""year.type"": ""Acura CL"",
        ""type.id"": 10272,
        ""type.ts"": ""2017-10-08 22:10:54"",
        ""type.title"": ""Acura CL"",
        ""type.accessory"": ""Acura"",
        ""accessory.id"": 385,
        ""accessory.ts"": ""2017-09-30 05:08:11"",
        ""accessory.title"": ""Acura"",
        ""accessory.category_1"": ""Other"",
        ""category_1.id"": 7,
        ""category_1.ts"": ""2017-09-30 05:05:04"",
        ""category_1.title"": ""Other""
    }
}","{
    ""1"": {
        ""image.id"": 1,
        ""image.ts"": ""2018-05-13 21:29:18"",
        ""image.carpart_image_id"": {
            ""1"": {
                ""carpart_image.id"": 1,
                ""carpart_image.path"": ""/6a/85/00/72/6a8500722205bead5efcdb1ce7d87ddd06e8ef8f.JPG"",
                ""carpart_image.media_1"": ""https://songer.datasn.com/data/api/v1/u_4db7936df78dfe468fc2/used_auto_parts/main/carpart_image//6a/85/00/72/6a8500722205bead5efcdb1ce7d87ddd06e8ef8f.JPG""
            }
        }
    },
    ""2"": {
        ""image.id"": 2,
        ""image.ts"": ""2018-05-13 21:29:18"",
        ""image.carpart_image_id"": {
            ""2"": {
                ""carpart_image.id"": 2,
                ""carpart_image.path"": ""/ea/4b/7d/e7/ea4b7de7eb18645cc3062c138dc8d57735f62b81.JPG"",
                ""carpart_image.media_1"": ""https://songer.datasn.com/data/api/v1/u_4db7936df78dfe468fc2/used_auto_parts/main/carpart_image//ea/4b/7d/e7/ea4b7de7eb18645cc3062c138dc8d57735f62b81.JPG""
            }
        }
    },
    ""3"": {
        ""image.id"": 3,
        ""image.ts"": ""2018-05-13 21:29:18"",
        ""image.carpart_image_id"": {
            ""3"": {
                ""carpart_image.id"": 3,
                ""carpart_image.path"": ""/2a/97/02/83/2a970283f2b63f3e37b8393f8ba2d9d200aa3b10.JPG"",
                ""carpart_image.media_1"": ""https://songer.datasn.com/data/api/v1/u_4db7936df78dfe468fc2/used_auto_parts/main/carpart_image//2a/97/02/83/2a970283f2b63f3e37b8393f8ba2d9d200aa3b10.JPG""
            }
        }
    },
    ""4"": {
        ""image.id"": 4,
        ""image.ts"": ""2018-05-13 21:29:18"",
        ""image.carpart_image_id"": {
            ""4"": {
                ""carpart_image.id"": 4,
                ""carpart_image.path"": ""/2d/97/78/64/2d97786490f4b15545f6727a65e34243d6d2dc8e.JPG"",
                ""carpart_image.media_1"": ""https://songer.datasn.com/data/api/v1/u_4db7936df78dfe468fc2/used_auto_parts/main/carpart_image//2d/97/78/64/2d97786490f4b15545f6727a65e34243d6d2dc8e.JPG""
            }
        }
    }
}","{
    ""1"": {
        ""carpart_x_detail.id"": 1,
        ""detail.id"": 1,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""Designation"",
        ""detail.value"": ""Used.""
    },
    ""2"": {
        ""carpart_x_detail.id"": 2,
        ""detail.id"": 2,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""Genuine OEM"",
        ""detail.value"": ""Yes.""
    },
    ""3"": {
        ""carpart_x_detail.id"": 3,
        ""detail.id"": 3,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""GTIN"",
        ""detail.value"": ""Does not apply.""
    },
    ""4"": {
        ""carpart_x_detail.id"": 4,
        ""detail.id"": 4,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""Interchange Part Number"",
        ""detail.value"": ""655-50792.""
    },
    ""5"": {
        ""carpart_x_detail.id"": 5,
        ""detail.id"": 5,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""Inventory ID"",
        ""detail.value"": ""404098.""
    },
    ""6"": {
        ""carpart_x_detail.id"": 6,
        ""detail.id"": 6,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""Mileage"",
        ""detail.value"": ""193000.""
    },
    ""7"": {
        ""carpart_x_detail.id"": 7,
        ""detail.id"": 7,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""Model"",
        ""detail.value"": ""CL.""
    },
    ""8"": {
        ""carpart_x_detail.id"": 8,
        ""detail.id"": 8,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""PartNumber"",
        ""detail.value"": ""655.""
    },
    ""9"": {
        ""carpart_x_detail.id"": 9,
        ""detail.id"": 9,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""Placement"",
        ""detail.value"": ""Temperature Control.""
    },
    ""10"": {
        ""carpart_x_detail.id"": 10,
        ""detail.id"": 10,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""Stock Number"",
        ""detail.value"": ""AC167.""
    },
    ""11"": {
        ""carpart_x_detail.id"": 11,
        ""detail.id"": 11,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""Year"",
        ""detail.value"": ""1997.""
    }
}"
2,"2018-11-05 03:13:20","#5265F ACURA CL 1997-1999 OEM TEMP AC HEAT CLIMATE CONTROL PANEL UNIT SWITCH",$30.00,"Loganville, Georgia","{
    ""2"": {
        ""year_x_carpart.id"": 2,
        ""year.id"": 1,
        ""year.ts"": ""2017-10-13 04:06:58"",
        ""year.title"": ""1997 Acura CL"",
        ""year.type"": ""Acura CL"",
        ""type.id"": 1,
        ""type.ts"": ""2017-10-08 21:18:41"",
        ""type.title"": ""Acura CL"",
        ""type.accessory"": ""Acura"",
        ""accessory.id"": 1,
        ""accessory.ts"": ""2017-09-30 05:06:35"",
        ""accessory.title"": ""Acura"",
        ""accessory.category_1"": ""A/C & Heater Controls"",
        ""category_1.id"": 1,
        ""category_1.ts"": ""2017-09-30 05:05:04"",
        ""category_1.title"": ""A/C & Heater Controls""
    },
    ""50"": {
        ""year_x_carpart.id"": 50,
        ""year.id"": 2,
        ""year.ts"": ""2017-10-19 03:47:45"",
        ""year.title"": ""1998 Acura CL"",
        ""year.type"": ""Acura CL"",
        ""type.id"": 1,
        ""type.ts"": ""2017-10-08 21:18:41"",
        ""type.title"": ""Acura CL"",
        ""type.accessory"": ""Acura"",
        ""accessory.id"": 1,
        ""accessory.ts"": ""2017-09-30 05:06:35"",
        ""accessory.title"": ""Acura"",
        ""accessory.category_1"": ""A/C & Heater Controls"",
        ""category_1.id"": 1,
        ""category_1.ts"": ""2017-09-30 05:05:04"",
        ""category_1.title"": ""A/C & Heater Controls""
    },
    ""98"": {
        ""year_x_carpart.id"": 98,
        ""year.id"": 3,
        ""year.ts"": ""2017-10-19 03:47:49"",
        ""year.title"": ""1999 Acura CL"",
        ""year.type"": ""Acura CL"",
        ""type.id"": 1,
        ""type.ts"": ""2017-10-08 21:18:41"",
        ""type.title"": ""Acura CL"",
        ""type.accessory"": ""Acura"",
        ""accessory.id"": 1,
        ""accessory.ts"": ""2017-09-30 05:06:35"",
        ""accessory.title"": ""Acura"",
        ""accessory.category_1"": ""A/C & Heater Controls"",
        ""category_1.id"": 1,
        ""category_1.ts"": ""2017-09-30 05:05:04"",
        ""category_1.title"": ""A/C & Heater Controls""
    }
}","{
    ""5"": {
        ""image.id"": 5,
        ""image.ts"": ""2018-05-13 21:29:18"",
        ""image.carpart_image_id"": {
            ""5"": {
                ""carpart_image.id"": 5,
                ""carpart_image.path"": ""/68/b1/4a/96/68b14a965856728dcf66565160d27ea95a2b91fd.JPG"",
                ""carpart_image.media_1"": ""https://songer.datasn.com/data/api/v1/u_4db7936df78dfe468fc2/used_auto_parts/main/carpart_image//68/b1/4a/96/68b14a965856728dcf66565160d27ea95a2b91fd.JPG""
            }
        }
    },
    ""6"": {
        ""image.id"": 6,
        ""image.ts"": ""2018-05-13 21:29:18"",
        ""image.carpart_image_id"": {
            ""6"": {
                ""carpart_image.id"": 6,
                ""carpart_image.path"": ""/a1/0e/2f/8a/a10e2f8aba794def041aa75bb69ebf0e663b7f1e.JPG"",
                ""carpart_image.media_1"": ""https://songer.datasn.com/data/api/v1/u_4db7936df78dfe468fc2/used_auto_parts/main/carpart_image//a1/0e/2f/8a/a10e2f8aba794def041aa75bb69ebf0e663b7f1e.JPG""
            }
        }
    }
}","{
    ""12"": {
        ""carpart_x_detail.id"": 12,
        ""detail.id"": 12,
        ""detail.ts"": ""2017-10-19 03:43:47"",
        ""detail.key"": ""Manufacturer Part Number"",
        ""detail.value"": ""CONTROLLER UNIT TN177200-7292.""
    },
    ""13"": {
        ""carpart_x_detail.id"": 13,
        ""detail.id"": 13,
        ""detail.ts"": ""2017-10-19 03:43:47"",
        ""detail.key"": ""Other Part Number"",
        ""detail.value"": ""CENTER DASH DISPLAY TEMPERATURE A/C HEATER.""
    }
}"
3,"2018-11-05 03:13:20","1997-1999 ACURA CL TEMPERATURE CONTROL 396791",$106.25,"Kansas City, Missouri","{
    ""3"": {
        ""year_x_carpart.id"": 3,
        ""year.id"": 1,
        ""year.ts"": ""2017-10-13 04:06:58"",
        ""year.title"": ""1997 Acura CL"",
        ""year.type"": ""Acura CL"",
        ""type.id"": 1,
        ""type.ts"": ""2017-10-08 21:18:41"",
        ""type.title"": ""Acura CL"",
        ""type.accessory"": ""Acura"",
        ""accessory.id"": 1,
        ""accessory.ts"": ""2017-09-30 05:06:35"",
        ""accessory.title"": ""Acura"",
        ""accessory.category_1"": ""A/C & Heater Controls"",
        ""category_1.id"": 1,
        ""category_1.ts"": ""2017-09-30 05:05:04"",
        ""category_1.title"": ""A/C & Heater Controls""
    },
    ""42"": {
        ""year_x_carpart.id"": 42,
        ""year.id"": 2,
        ""year.ts"": ""2017-10-19 03:47:45"",
        ""year.title"": ""1998 Acura CL"",
        ""year.type"": ""Acura CL"",
        ""type.id"": 1,
        ""type.ts"": ""2017-10-08 21:18:41"",
        ""type.title"": ""Acura CL"",
        ""type.accessory"": ""Acura"",
        ""accessory.id"": 1,
        ""accessory.ts"": ""2017-09-30 05:06:35"",
        ""accessory.title"": ""Acura"",
        ""accessory.category_1"": ""A/C & Heater Controls"",
        ""category_1.id"": 1,
        ""category_1.ts"": ""2017-09-30 05:05:04"",
        ""category_1.title"": ""A/C & Heater Controls""
    },
    ""82"": {
        ""year_x_carpart.id"": 82,
        ""year.id"": 3,
        ""year.ts"": ""2017-10-19 03:47:49"",
        ""year.title"": ""1999 Acura CL"",
        ""year.type"": ""Acura CL"",
        ""type.id"": 1,
        ""type.ts"": ""2017-10-08 21:18:41"",
        ""type.title"": ""Acura CL"",
        ""type.accessory"": ""Acura"",
        ""accessory.id"": 1,
        ""accessory.ts"": ""2017-09-30 05:06:35"",
        ""accessory.title"": ""Acura"",
        ""accessory.category_1"": ""A/C & Heater Controls"",
        ""category_1.id"": 1,
        ""category_1.ts"": ""2017-09-30 05:05:04"",
        ""category_1.title"": ""A/C & Heater Controls""
    },
    ""1309679"": {
        ""year_x_carpart.id"": 1309679,
        ""year.id"": 60415,
        ""year.ts"": ""2017-10-23 12:20:09"",
        ""year.title"": ""1997 Acura CL"",
        ""year.type"": ""Acura CL"",
        ""type.id"": 10272,
        ""type.ts"": ""2017-10-08 22:10:54"",
        ""type.title"": ""Acura CL"",
        ""type.accessory"": ""Acura"",
        ""accessory.id"": 385,
        ""accessory.ts"": ""2017-09-30 05:08:11"",
        ""accessory.title"": ""Acura"",
        ""accessory.category_1"": ""Other"",
        ""category_1.id"": 7,
        ""category_1.ts"": ""2017-09-30 05:05:04"",
        ""category_1.title"": ""Other""
    },
    ""1309713"": {
        ""year_x_carpart.id"": 1309713,
        ""year.id"": 60416,
        ""year.ts"": ""2017-10-23 12:20:11"",
        ""year.title"": ""1998 Acura CL"",
        ""year.type"": ""Acura CL"",
        ""type.id"": 10272,
        ""type.ts"": ""2017-10-08 22:10:54"",
        ""type.title"": ""Acura CL"",
        ""type.accessory"": ""Acura"",
        ""accessory.id"": 385,
        ""accessory.ts"": ""2017-09-30 05:08:11"",
        ""accessory.title"": ""Acura"",
        ""accessory.category_1"": ""Other"",
        ""category_1.id"": 7,
        ""category_1.ts"": ""2017-09-30 05:05:04"",
        ""category_1.title"": ""Other""
    },
    ""1309743"": {
        ""year_x_carpart.id"": 1309743,
        ""year.id"": 60417,
        ""year.ts"": ""2017-10-23 12:20:23"",
        ""year.title"": ""1999 Acura CL"",
        ""year.type"": ""Acura CL"",
        ""type.id"": 10272,
        ""type.ts"": ""2017-10-08 22:10:54"",
        ""type.title"": ""Acura CL"",
        ""type.accessory"": ""Acura"",
        ""accessory.id"": 385,
        ""accessory.ts"": ""2017-09-30 05:08:11"",
        ""accessory.title"": ""Acura"",
        ""accessory.category_1"": ""Other"",
        ""category_1.id"": 7,
        ""category_1.ts"": ""2017-09-30 05:05:04"",
        ""category_1.title"": ""Other""
    }
}","{
    ""7"": {
        ""image.id"": 7,
        ""image.ts"": ""2018-05-13 21:29:18"",
        ""image.carpart_image_id"": {
            ""7"": {
                ""carpart_image.id"": 7,
                ""carpart_image.path"": ""/6c/74/ae/d8/6c74aed80754f0ed3be9f5f47488a3480c11f54c.JPG"",
                ""carpart_image.media_1"": ""https://songer.datasn.com/data/api/v1/u_4db7936df78dfe468fc2/used_auto_parts/main/carpart_image//6c/74/ae/d8/6c74aed80754f0ed3be9f5f47488a3480c11f54c.JPG""
            }
        }
    },
    ""8"": {
        ""image.id"": 8,
        ""image.ts"": ""2018-05-13 21:29:18"",
        ""image.carpart_image_id"": {
            ""8"": {
                ""carpart_image.id"": 8,
                ""carpart_image.path"": ""/ae/db/f9/8a/aedbf98a0741484ba8abb102c8dc683862ebab1f.JPG"",
                ""carpart_image.media_1"": ""https://songer.datasn.com/data/api/v1/u_4db7936df78dfe468fc2/used_auto_parts/main/carpart_image//ae/db/f9/8a/aedbf98a0741484ba8abb102c8dc683862ebab1f.JPG""
            }
        }
    },
    ""9"": {
        ""image.id"": 9,
        ""image.ts"": ""2018-05-13 21:29:18"",
        ""image.carpart_image_id"": {
            ""9"": {
                ""carpart_image.id"": 9,
                ""carpart_image.path"": ""/31/95/9a/a1/31959aa155a726dc06ebd46cc9ba77704b329449.JPG"",
                ""carpart_image.media_1"": ""https://songer.datasn.com/data/api/v1/u_4db7936df78dfe468fc2/used_auto_parts/main/carpart_image//31/95/9a/a1/31959aa155a726dc06ebd46cc9ba77704b329449.JPG""
            }
        }
    },
    ""10"": {
        ""image.id"": 10,
        ""image.ts"": ""2018-05-13 21:29:18"",
        ""image.carpart_image_id"": {
            ""10"": {
                ""carpart_image.id"": 10,
                ""carpart_image.path"": ""/c1/f3/19/1b/c1f3191b98a145d2ee280ebce8ac33f90407229b.JPG"",
                ""carpart_image.media_1"": ""https://songer.datasn.com/data/api/v1/u_4db7936df78dfe468fc2/used_auto_parts/main/carpart_image//c1/f3/19/1b/c1f3191b98a145d2ee280ebce8ac33f90407229b.JPG""
            }
        }
    }
}","{
    ""15"": {
        ""carpart_x_detail.id"": 15,
        ""detail.id"": 1,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""Designation"",
        ""detail.value"": ""Used.""
    },
    ""16"": {
        ""carpart_x_detail.id"": 16,
        ""detail.id"": 2,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""Genuine OEM"",
        ""detail.value"": ""Yes.""
    },
    ""17"": {
        ""carpart_x_detail.id"": 17,
        ""detail.id"": 3,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""GTIN"",
        ""detail.value"": ""Does not apply.""
    },
    ""18"": {
        ""carpart_x_detail.id"": 18,
        ""detail.id"": 4,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""Interchange Part Number"",
        ""detail.value"": ""655-50792.""
    },
    ""21"": {
        ""carpart_x_detail.id"": 21,
        ""detail.id"": 7,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""Model"",
        ""detail.value"": ""CL.""
    },
    ""22"": {
        ""carpart_x_detail.id"": 22,
        ""detail.id"": 8,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""PartNumber"",
        ""detail.value"": ""655.""
    },
    ""23"": {
        ""carpart_x_detail.id"": 23,
        ""detail.id"": 9,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""Placement"",
        ""detail.value"": ""Temperature Control.""
    },
    ""25"": {
        ""carpart_x_detail.id"": 25,
        ""detail.id"": 11,
        ""detail.ts"": ""2017-10-19 03:43:43"",
        ""detail.key"": ""Year"",
        ""detail.value"": ""1997.""
    },
    ""14"": {
        ""carpart_x_detail.id"": 14,
        ""detail.id"": 14,
        ""detail.ts"": ""2017-10-19 03:43:56"",
        ""detail.key"": ""Conditions & Options"",
        ""detail.value"": ""TAB BROKE.""
    },
    ""19"": {
        ""carpart_x_detail.id"": 19,
        ""detail.id"": 19,
        ""detail.ts"": ""2017-10-19 03:43:56"",
        ""detail.key"": ""Inventory ID"",
        ""detail.value"": ""396791.""
    },
    ""20"": {
        ""carpart_x_detail.id"": 20,
        ""detail.id"": 20,
        ""detail.ts"": ""2017-10-19 03:43:56"",
        ""detail.key"": ""Mileage"",
        ""detail.value"": ""0.""
    },
    ""24"": {
        ""carpart_x_detail.id"": 24,
        ""detail.id"": 24,
        ""detail.ts"": ""2017-10-19 03:43:56"",
        ""detail.key"": ""Stock Number"",
        ""detail.value"": ""AC112.""
    }
}"
